first second position
DMC400004049 Solyc08g007240.2.1 815027
DMC400004059 Solyc08g013970.1.1 820879
DMC400004057 Solyc08g007250.1.1 827162
DMC400004048 Solyc08g007240.2.1 846536.5
DMC400004056 Solyc08g007250.1.1 858237
DMC400004047 Solyc08g007240.2.1 874404
DMC400004055 Solyc02g070310.2.1 881570.5
DMC400004061 Solyc02g070260.2.1 882408
DMC400004053 Solyc08g007230.1.1 893704.5
DMC400035580 Solyc00g056680.1.1 959476
DMC400035581 Solyc08g007220.2.1 964834
DMC400035593 Solyc08g007210.2.1 993927.5
DMC400035594 Solyc08g007200.2.1 999304.5
DMC400035596 Solyc08g007190.2.1 1028916.5
DMC400035598 Solyc08g007180.2.1 1037734.5
DMC400035623 Solyc08g007170.1.1 1042798.5
DMC400035601 Solyc08g007160.2.1 1065929.5
DMC400035603 Solyc08g007150.1.1 1071058
DMC400035624 Solyc08g007140.2.1 1073280.5
DMC400035625 Solyc08g007130.2.1 1077630
DMC400035627 Solyc08g007120.2.1 1084650
DMC400035649 Solyc08g007100.2.1 1141367
DMC400035605 Solyc08g007100.2.1 1150115.5
DMC400035650 Solyc08g007100.2.1 1150957
DMC400035606 Solyc08g007090.1.1 1157262.5
DMC400035611 Solyc08g007080.2.1 1173023
DMC400035652 Solyc08g007060.2.1 1181220
DMC400035613 Solyc08g007050.1.1 1213569.5
DMC400035654 Solyc08g007040.2.1 1216555
DMC400035615 Solyc08g007030.2.1 1221748
DMC400035655 Solyc08g007020.1.1 1230120.5
DMC400035616 Solyc08g007010.2.1 1236450.5
DMC400035657 Solyc08g007000.2.1 1242603.5
DMC400035660 Solyc08g006990.1.1 1256725
DMC400035662 Solyc08g006980.2.1 1264721
DMC400035664 Solyc08g006970.2.1 1273667.5
DMC400035617 Solyc08g006960.2.1 1282069.5
DMC400035618 Solyc08g006950.2.1 1291734
DMC400058889 Solyc08g077020.1.1 1296369
DMC400035619 Solyc08g006940.2.1 1297624
DMC400035620 Solyc08g006930.2.1 1306038.5
DMC400062614 Solyc08g006940.2.1 1304660.5
DMC400035622 Solyc08g006920.1.1 1316577.5
DMC400035665 Solyc03g114270.1.1 1343743
DMC400015389 Solyc08g006900.2.1 1354140.5
DMC400015385 Solyc08g006890.2.1 1358398.5
DMC400015384 Solyc08g006870.2.1 1412535.5
DMC400015382 Solyc08g006850.2.1 1426135.5
DMC400058998 Solyc03g025170.1.1 1430470.5
DMC400015381 Solyc08g006860.2.1 1437485.5
DMC400024808 Solyc08g006850.2.1 1474072.5
DMC400029878 Solyc08g006850.2.1 1552326.5
DMC400029876 Solyc08g006850.2.1 1555958.5
DMC400029877 Solyc08g006860.2.1 1599068
DMC400029875 Solyc08g006850.2.1 1631865
DMC400050915 Solyc08g006850.2.1 1652137.5
DMC400045647 Solyc03g115750.1.1 1731425
DMC400045604 Solyc12g099250.1.1 1745732
DMC400045607 Solyc08g006830.2.1 1762239.5
DMC400045609 Solyc08g006820.2.1 1770744
DMC400045610 Solyc08g006810.1.1 1775225
DMC400045651 Solyc08g006800.1.1 1776813
DMC400045611 Solyc08g006790.2.1 1781676
DMC400045652 Solyc08g006780.2.1 1785663
DMC400045612 Solyc01g068550.2.1 1795683
DMC400045615 Solyc08g006770.2.1 1802784
DMC400045619 Solyc08g006770.2.1 1807746
DMC400060037 Solyc00g272810.1.1 1812118.5
DMC400045621 Solyc08g006760.2.1 1816570.5
DMC400045622 Solyc01g105870.2.1 1832239
DMC400045653 Solyc08g006750.2.1 1841428.5
DMC400045624 Solyc08g006740.2.1 1867760.5
DMC400045654 Solyc08g006730.1.1 1885217
DMC400045625 Solyc08g006720.2.1 1896734.5
DMC400045626 Solyc05g014960.1.1 1909206
DMC400045627 Solyc08g006700.2.1 1915372.5
DMC400045655 Solyc08g006690.1.1 1919499.5
DMC400045658 Solyc08g006680.2.1 1924316
DMC400045628 Solyc08g006670.2.1 1931197
DMC400045659 Solyc08g006660.1.1 1935140
DMC400045630 Solyc08g006650.2.1 1940606.5
DMC400045632 Solyc08g006630.2.1 1961504.5
DMC400045660 Solyc08g006610.2.1 1969723
DMC400045638 Solyc08g006590.1.1 2006404
DMC400045665 Solyc06g019160.1.1 2007420
DMC400045666 Solyc08g006580.2.1 2010069
DMC400045667 Solyc08g006570.2.1 2015901.5
DMC400045670 Solyc08g006560.2.1 2021399
DMC400045672 Solyc08g006550.2.1 2028936
DMC400045673 Solyc05g055970.2.1 2032797.5
DMC400045639 Solyc08g006540.2.1 2044043
DMC400045675 Solyc08g006530.2.1 2053854.5
DMC400045641 Solyc08g006520.1.1 2070499
DMC400045676 Solyc08g006500.2.1 2112654.5
DMC400045680 Solyc00g098560.2.1 2135167.5
DMC400045681 Solyc08g006490.1.1 2140261
DMC400045682 Solyc08g006470.2.1 2158552.5
DMC400045685 Solyc08g006460.2.1 2164571.5
DMC400045645 Solyc08g006450.1.1 2175944.5
DMC400045646 Solyc08g006440.2.1 2185318
DMC400045688 Solyc12g077370.1.1 2190488.5
DMC400045689 Solyc08g006430.2.1 2195305.5
DMC400045690 Solyc08g006430.2.1 2202891
DMC400045693 Solyc08g006350.2.1 2223717
DMC400045695 Solyc08g006410.2.1 2225918
DMC400016844 Solyc08g006350.2.1 2270375.5
DMC400016831 Solyc08g006330.2.1 2284727.5
DMC400016832 Solyc08g006330.2.1 2333201.5
DMC400016833 Solyc08g006330.2.1 2339758.5
DMC400016834 Solyc08g006330.2.1 2353123
DMC400016835 Solyc08g006330.2.1 2357463.5
DMC400016838 Solyc08g006320.2.1 2365093
DMC400016846 Solyc08g006310.2.1 2377412.5
DMC400016847 Solyc08g006300.2.1 2391144.5
DMC400016840 Solyc08g006290.1.1 2395122.5
DMC400016848 Solyc08g006240.1.1 2396808
DMC400065826 Solyc02g055370.2.1 2446011.5
DMC400016854 Solyc08g006250.1.1 2449614.5
DMC400016864 Solyc08g006240.1.1 2455340.5
DMC400016861 Solyc08g006260.1.1 2475149.5
DMC400016841 Solyc10g080350.1.1 2491999
DMC400016871 Solyc08g006180.2.1 2506640
DMC400016873 Solyc08g006170.1.1 2513748.5
DMC400016842 Solyc08g006160.2.1 2518961.5
DMC400016874 Solyc08g006150.2.1 2523989
DMC400016875 Solyc08g006140.1.1 2532930
DMC400016877 Solyc08g006140.1.1 2534560
DMC400026163 Solyc08g006130.1.1 2539261.5
DMC400026161 Solyc08g006120.2.1 2548184
DMC400026159 Solyc08g006110.2.1 2563033.5
DMC400026139 Solyc08g006100.2.1 2575773.5
DMC400026138 Solyc08g006090.2.1 2597646
DMC400026157 Solyc08g006080.1.1 2603263.5
DMC400026137 Solyc08g006070.2.1 2608878
DMC400026136 Solyc04g051850.2.1 2634014
DMC400026154 Solyc08g006040.2.1 2639019.5
DMC400026152 Solyc08g006030.2.1 2646115.5
DMC400026135 Solyc08g006020.2.1 2656049.5
DMC400026134 Solyc08g006010.2.1 2664540
DMC400026133 Solyc08g006010.2.1 2667585.5
DMC400026151 Solyc08g006000.2.1 2681948.5
DMC400026149 Solyc08g005990.2.1 2690736
DMC400026145 Solyc08g005990.2.1 2693761
DMC400026164 Solyc03g114990.2.1 2698298.5
DMC400026131 Solyc08g005980.2.1 2697127.5
DMC400026140 Solyc08g005960.1.1 2735997
DMC400055712 Solyc08g005950.2.1 2796727
DMC400007933 Solyc08g074490.2.1 2880096
DMC400007941 Solyc05g010190.1.1 2881718
DMC400007934 Solyc08g005930.1.1 2893331.5
DMC400007937 Solyc08g005920.2.1 2899862
DMC400007942 Solyc08g005910.2.1 2902845.5
DMC400007938 Solyc08g005900.2.1 2911575
DMC400007943 Solyc08g005880.2.1 2934705
DMC400056384 Solyc01g007320.2.1 3071644.5
DMC400068823 Solyc01g007640.2.1 3075574.5
DMC400041752 Solyc01g007640.2.1 3075994
DMC400041750 Solyc08g005880.2.1 3087060
DMC400041749 Solyc08g005860.2.1 3136317
DMC400066239 Solyc08g005850.1.1 3145591.5
DMC400057734 Solyc08g005850.1.1 3148443
DMC400068096 Solyc08g005840.1.1 3150966.5
DMC400059607 Solyc08g005830.1.1 3153032.5
DMC400066465 Solyc08g005830.1.1 3163236
DMC400067617 Solyc08g005820.1.1 3166160
DMC400041746 Solyc08g005800.2.1 3168700.5
DMC400066625 Solyc08g005820.1.1 3182979.5
DMC400041742 Solyc08g005800.2.1 3186762.5
DMC400041754 Solyc08g005780.2.1 3211527.5
DMC400041741 Solyc05g015800.2.1 3217504
DMC400041740 Solyc08g005770.2.1 3222518.5
DMC400041739 Solyc08g005710.2.1 3235741.5
DMC400041738 Solyc01g017420.1.1 3246267
DMC400041737 Solyc08g005680.2.1 3253276.5
DMC400061973 Solyc08g005640.2.1 3334685.5
DMC400062203 Solyc08g005650.2.1 3418839.5
DMC400032185 Solyc08g005720.2.1 3424869.5
DMC400032153 Solyc08g005630.2.1 3481902.5
DMC400032186 Solyc08g005620.2.1 3487308.5
DMC400032187 Solyc11g039670.1.1 3501327.5
DMC400032188 Solyc08g005610.2.1 3502386
DMC400056962 Solyc00g013170.1.1 3539988
DMC400060523 Solyc11g005290.1.1 3547603
DMC400059478 Solyc09g011100.1.1 3550704
DMC400060541 Solyc10g086610.1.1 3558667
DMC400032190 Solyc08g075370.2.1 3584691.5
DMC400032192 Solyc08g075380.2.1 3591174.5
DMC400032195 Solyc08g005590.2.1 3597019
DMC400032198 Solyc08g005580.2.1 3600860.5
DMC400032199 Solyc08g075490.2.1 3617216
DMC400032200 Solyc08g075490.2.1 3629424.5
DMC400032204 Solyc08g005570.2.1 3647054
DMC400032206 Solyc08g005560.2.1 3671117
DMC400032207 Solyc08g005550.2.1 3687870
DMC400032154 Solyc08g005540.1.1 3704536
DMC400032211 Solyc06g033850.2.1 3712737.5
DMC400032247 Solyc04g048980.2.1 3721535
DMC400032155 Solyc08g005520.2.1 3726382
DMC400032156 Solyc08g005510.1.1 3735466.5
DMC400032157 Solyc08g005500.2.1 3752557.5
DMC400032163 Solyc08g005500.2.1 3756142
DMC400032165 Solyc08g005500.2.1 3761375.5
DMC400032170 Solyc08g005490.2.1 3774537
DMC400032172 Solyc08g005470.2.1 3789166.5
DMC400032212 Solyc08g005460.2.1 3800521
DMC400032213 Solyc08g005450.1.1 3821092.5
DMC400032215 Solyc08g005440.2.1 3826032
DMC400032217 Solyc08g005430.2.1 3837945.5
DMC400032222 Solyc08g005420.2.1 3843360.5
DMC400032174 Solyc08g005410.2.1 3850474.5
DMC400032223 Solyc08g005400.2.1 3859032
DMC400032175 Solyc08g005390.1.1 3872537
DMC400032226 Solyc08g005380.1.1 3875477
DMC400032227 Solyc08g005370.1.1 3879439
DMC400032228 Solyc02g033040.2.1 3887622
DMC400032230 Solyc08g005350.2.1 3910470
DMC400032233 Solyc08g077340.2.1 3938880.5
DMC400032235 Solyc08g005330.1.1 3952597.5
DMC400032236 Solyc08g005310.2.1 3957809.5
DMC400032239 Solyc08g005310.2.1 3964525.5
DMC400032241 Solyc08g005300.1.1 3973464
DMC400032176 Solyc08g005290.2.1 3986690
DMC400058883 Solyc06g075720.1.1 3992643.5
DMC400032242 Solyc08g005280.1.1 3997457
DMC400032244 Solyc08g076460.2.1 4008221
DMC400032181 Solyc10g005090.2.1 4028349
DMC400032184 Solyc08g005260.1.1 4047245.5
DMC400032246 Solyc08g005240.1.1 4059737
DMC400031153 Solyc08g005200.2.1 4136589.5
DMC400031165 Solyc08g005190.2.1 4141338.5
DMC400031166 Solyc08g005160.1.1 4146599.5
DMC400031167 Solyc08g005170.2.1 4151299
DMC400031169 Solyc08g005150.2.1 4172663.5
DMC400031159 Solyc08g005140.2.1 4181682.5
DMC400031160 Solyc06g007110.2.1 4191828
DMC400031161 Solyc08g005130.1.1 4204195.5
DMC400031170 Solyc12g039030.1.1 4208949
DMC400031162 Solyc08g005120.2.1 4213351
DMC400031173 Solyc08g005100.2.1 4219652
DMC400031164 Solyc08g005090.1.1 4235515
DMC400031174 Solyc08g005080.1.1 4242125.5
DMC400060385 Solyc10g080390.1.1 4330654
DMC400002136 Solyc08g005070.2.1 4339631
DMC400002144 Solyc11g064970.1.1 4346809
DMC400002143 Solyc08g005060.2.1 4355861
DMC400002142 Solyc08g005050.2.1 4435023.5
DMC400002141 Solyc08g005040.1.1 4439669.5
DMC400002134 Solyc08g005030.1.1 4442973
DMC400002132 Solyc08g005020.2.1 4447103
DMC400002140 Solyc08g005010.2.1 4458909.5
DMC400002139 Solyc08g005010.2.1 4461711.5
DMC400002138 Solyc08g077010.1.1 4484620
DMC400010314 Solyc08g007900.1.1 4629250.5
DMC400010315 Solyc08g007900.1.1 4681465.5
DMC400010316 Solyc08g007900.1.1 4729427.5
DMC400010240 Solyc08g007910.2.1 4741152.5
DMC400010241 Solyc08g007920.1.1 4753301
DMC400010242 Solyc08g007940.2.1 4759178
DMC400010245 Solyc08g007970.2.1 4788736
DMC400010317 Solyc08g007980.2.1 4797217.5
DMC400010318 Solyc08g007990.2.1 4804037.5
DMC400010319 Solyc08g008010.2.1 4828491
DMC400010247 Solyc08g008020.1.1 4840401
DMC400010325 Solyc08g008030.2.1 4843049.5
DMC400010327 Solyc08g008030.2.1 4845999
DMC400010250 Solyc08g008040.2.1 4853758.5
DMC400010252 Solyc08g008050.2.1 4862593
DMC400010253 Solyc08g008060.1.1 4867589
DMC400010329 Solyc08g008070.1.1 4871748.5
DMC400010330 Solyc08g008080.1.1 4877184.5
DMC400010254 Solyc07g065840.2.1 4891338
DMC400058551 Solyc05g014760.2.1 4905838.5
DMC400063697 Solyc05g014760.2.1 4908844.5
DMC400010333 Solyc08g008100.2.1 4911627
DMC400010334 Solyc08g008120.2.1 4921122.5
DMC400010338 Solyc08g008130.2.1 4927434
DMC400010335 Solyc08g008140.2.1 4943150
DMC400010255 Solyc08g008150.1.1 4954675
DMC400010339 Solyc08g008160.2.1 4960985.5
DMC400010340 Solyc08g008170.2.1 4972779.5
DMC400010341 Solyc08g008180.1.1 4979363
DMC400010343 Solyc08g008190.2.1 5000081
DMC400057356 Solyc08g008200.1.1 5001442.5
DMC400010344 Solyc08g008210.2.1 5017171.5
DMC400010256 Solyc08g008220.2.1 5022298.5
DMC400010345 Solyc08g008230.2.1 5028081.5
DMC400010257 Solyc08g008240.2.1 5037485.5
DMC400010259 Solyc08g008250.1.1 5052636.5
DMC400010260 Solyc08g008260.2.1 5058220
DMC400010262 Solyc08g008270.2.1 5062925
DMC400010348 Solyc08g008280.2.1 5068466.5
DMC400010408 Solyc03g095930.1.1 5078997.5
DMC400010350 Solyc08g008280.2.1 5082386
DMC400010263 Solyc08g008290.2.1 5086297.5
DMC400010352 Solyc08g082210.2.1 5091810
DMC400010353 Solyc08g008310.2.1 5123175.5
DMC400010356 Solyc08g008320.2.1 5131363.5
DMC400010264 Solyc08g082370.1.1 5138789.5
DMC400010265 Solyc08g008330.2.1 5142968.5
DMC400010267 Solyc08g008340.2.1 5148290
DMC400010269 Solyc08g008350.2.1 5154568.5
DMC400010357 Solyc12g055920.1.1 5158665.5
DMC400010361 Solyc08g008360.2.1 5223271.5
DMC400010362 Solyc08g008370.2.1 5251005.5
DMC400010270 Solyc08g008380.2.1 5265733.5
DMC400010271 Solyc08g008390.1.1 5272439
DMC400010273 Solyc08g008410.2.1 5287175.5
DMC400010276 Solyc08g008420.2.1 5293840
DMC400010364 Solyc12g055870.1.1 5297140
DMC400010365 Solyc08g008430.2.1 5300367.5
DMC400010409 Solyc02g085810.2.1 5303103
DMC400010366 Solyc00g082150.2.1 5313258.5
DMC400010367 Solyc08g008480.2.1 5319126
DMC400010369 Solyc08g008490.2.1 5327059
DMC400010277 Solyc08g008500.2.1 5343402
DMC400010278 Solyc08g008510.2.1 5352469.5
DMC400010375 Solyc08g008520.2.1 5358531
DMC400010410 Solyc01g017710.1.1 5367643
DMC400010377 Solyc08g008530.1.1 5383097.5
DMC400010378 Solyc08g008540.1.1 5393921
DMC400069053 Solyc03g059020.1.1 5403312.5
DMC400010379 Solyc08g013760.1.1 5412710.5
DMC400010280 Solyc08g013760.1.1 5417224.5
DMC400010380 Solyc08g013750.2.1 5421156.5
DMC400010281 Solyc08g013740.2.1 5429964.5
DMC400010282 Solyc08g013730.2.1 5438265.5
DMC400010382 Solyc08g013720.2.1 5443881
DMC400010290 Solyc08g013710.2.1 5452226.5
DMC400010383 Solyc08g013700.1.1 5462692.5
DMC400010384 Solyc08g013690.1.1 5470041.5
DMC400010385 Solyc12g055830.1.1 5479562
DMC400010291 Solyc08g013670.2.1 5482668.5
DMC400010292 Solyc05g048760.2.1 5491146
DMC400010297 Solyc08g008660.2.1 5521374
DMC400010386 Solyc08g008650.1.1 5525015.5
DMC400010388 Solyc08g008630.2.1 5527564.5
DMC400065460 Solyc08g008620.2.1 5535518
DMC400010298 Solyc08g008610.2.1 5547644.5
DMC400010389 Solyc08g008600.2.1 5559153.5
DMC400010392 Solyc08g083120.2.1 5596100.5
DMC400010394 Solyc08g008580.2.1 5599823.5
DMC400010395 Solyc08g083090.1.1 5619524
DMC400010396 Solyc08g083090.1.1 5626933.5
DMC400010301 Solyc03g096330.1.1 5650588
DMC400010397 Solyc08g006940.2.1 5710752.5
DMC400010398 Solyc08g013800.2.1 5733295.5
DMC400066752 Solyc08g013800.2.1 5736221
DMC400010399 Solyc08g013820.2.1 5749183
DMC400060560 Solyc08g013830.1.1 5753979
DMC400010305 Solyc08g013840.2.1 5758435.5
DMC400010402 Solyc08g013850.1.1 5772102
DMC400061947 Solyc04g063280.2.1 5843360
DMC400010405 Solyc08g013900.2.1 5854345.5
DMC400010309 Solyc08g013920.2.1 5877969.5
DMC400010407 Solyc08g013930.2.1 5886286
DMC400036445 Solyc08g013980.2.1 6026573
DMC400036451 Solyc08g014000.2.1 6047714
DMC400057258 Solyc06g036580.2.1 6185464
DMC400025743 Solyc08g014010.2.1 6275489.5
DMC400025745 Solyc08g014030.1.1 6301072.5
DMC400025746 Solyc08g014040.2.1 6323350.5
DMC400025747 Solyc08g014050.1.1 6371286.5
DMC400025805 Solyc04g076730.1.1 6403482
DMC400025748 Solyc08g014080.2.1 6432110.5
DMC400025784 Solyc08g014100.1.1 6441161.5
DMC400025752 Solyc08g008010.2.1 6449144.5
DMC400025751 Solyc08g008000.1.1 6453218
DMC400025753 Solyc08g014090.1.1 6466544
DMC400025755 Solyc08g014120.2.1 6500298
DMC400025757 Solyc08g014130.2.1 6528099.5
DMC400025785 Solyc08g014150.2.1 6539956
DMC400059677 Solyc01g057450.1.1 6606374.5
DMC400028057 Solyc08g014190.2.1 6635377
DMC400040188 Solyc08g014230.2.1 6759352
DMC400040187 Solyc08g016770.2.1 6789128.5
DMC400040186 Solyc08g060910.1.1 6803037
DMC400011897 Solyc08g014230.2.1 6910437
DMC400011898 Solyc08g016770.2.1 6924705
DMC400064894 Solyc04g015660.1.1 7106182.5
DMC400028072 Solyc06g065730.2.1 7225192
DMC400028070 Solyc08g014280.2.1 7265588.5
DMC400057847 Solyc08g014290.1.1 7277168.5
DMC400028071 Solyc08g014300.2.1 7281942
DMC400058235 Solyc08g014310.2.1 7354008.5
DMC400040125 Solyc08g014330.2.1 7382126
DMC400059935 Solyc06g069020.2.1 7415518
DMC400040123 Solyc08g014340.2.1 7441878.5
DMC400040122 Solyc08g014350.1.1 7455651
DMC400040124 Solyc06g075360.2.1 7464820
DMC400040121 Solyc08g014360.1.1 7472256
DMC400065703 Solyc08g014370.1.1 7542507
DMC400026529 Solyc08g014380.1.1 7545181
DMC400043778 Solyc08g005760.1.1 7629766.5
DMC400043757 Solyc08g014490.1.1 7703782
DMC400043759 Solyc08g014430.2.1 7749220.5
DMC400043779 Solyc08g014440.2.1 7754889.5
DMC400043783 Solyc08g014450.2.1 7784989.5
DMC400043784 Solyc08g014470.2.1 7798983
DMC400043789 Solyc08g014510.2.1 7883878.5
DMC400043762 Solyc08g014530.1.1 7959931
DMC400043765 Solyc08g014550.2.1 8006510.5
DMC400043766 Solyc08g014560.1.1 8015685
DMC400043768 Solyc08g014570.2.1 8038296
DMC400043791 Solyc08g014580.2.1 8043637.5
DMC400043795 Solyc08g014600.2.1 8051966
DMC400043799 Solyc08g014610.2.1 8061158
DMC400043771 Solyc08g015630.2.1 8096394.5
DMC400043774 Solyc08g015650.2.1 8136144.5
DMC400043776 Solyc08g015660.2.1 8160756
DMC400043777 Solyc08g015670.2.1 8180064
DMC400043803 Solyc08g015680.1.1 8184109.5
DMC400024245 Solyc08g015690.2.1 8195866
DMC400024247 Solyc08g015710.1.1 8226734
DMC400024250 Solyc08g015730.1.1 8235162.5
DMC400063179 Solyc10g012450.1.1 8261287
DMC400024242 Solyc03g044840.1.1 8297480
DMC400024243 Solyc04g077540.2.1 8306969
DMC400058131 Solyc11g065630.1.1 8321482
DMC400024255 Solyc08g015770.2.1 8346960
DMC400024257 Solyc08g015780.2.1 8356251.5
DMC400061819 Solyc08g079370.1.1 8395209
DMC400061755 Solyc03g046510.1.1 8435747
DMC400024244 Solyc08g015860.2.1 8448685.5
DMC400024258 Solyc08g015870.2.1 8455683
DMC400024260 Solyc03g078300.1.1 8467025
DMC400065223 Solyc12g010120.1.1 8475879
DMC400066336 Solyc03g031920.2.1 8547688
DMC400061590 Solyc10g006770.2.1 8551850
DMC400063999 Solyc11g022380.1.1 8640907.5
DMC400057212 Solyc04g081520.1.1 8718508.5
DMC400058725 Solyc01g050080.1.1 8729845.5
DMC400067485 Solyc06g043050.1.1 8738010
DMC400068802 Solyc06g043050.1.1 8742260
DMC400058918 Solyc06g005780.1.1 8749192.5
DMC400013542 Solyc08g015990.2.1 9007750.5
DMC400058008 Solyc04g079110.1.1 9062525
DMC400013540 Solyc08g016010.2.1 9076258
DMC400013544 Solyc08g016080.2.1 9227887.5
DMC400050860 Solyc08g005370.1.1 9251650.5
DMC400052536 Solyc08g016150.1.1 9479001.5
DMC400052535 Solyc08g016150.1.1 9514524
DMC400052534 Solyc08g016150.1.1 9532984
DMC400052522 Solyc08g016160.2.1 9539673
DMC400052530 Solyc08g016170.2.1 9555193
DMC400052521 Solyc08g016180.2.1 9565026
DMC400052520 Solyc03g115810.2.1 9590126.5
DMC400065149 Solyc08g016270.1.1 9611614
DMC400052515 Solyc08g016270.1.1 9670996.5
DMC400052512 Solyc08g016270.1.1 9680650.5
DMC400052531 Solyc08g016270.1.1 9689150.5
DMC400009844 Solyc08g016270.1.1 9802006.5
DMC400009843 Solyc08g016270.1.1 9809179.5
DMC400055680 Solyc08g016270.1.1 9970009.5
DMC400017050 Solyc10g052630.1.1 10034325
DMC400017043 Solyc08g016420.2.1 10097226.5
DMC400064161 Solyc07g008360.1.1 10137930.5
DMC400017045 Solyc08g016500.2.1 10203478
DMC400017047 Solyc08g016510.2.1 10210959.5
DMC400067170 Solyc08g043190.1.1 10241551
DMC400060095 Solyc10g047880.1.1 10254062
DMC400068530 Solyc01g088630.1.1 10258730
DMC400017048 Solyc05g024450.1.1 10274278.5
DMC400017049 Solyc08g016580.1.1 10277932.5
DMC400058257 Solyc06g065540.2.1 10313710.5
DMC400061283 Solyc08g023430.1.1 10333677.5
DMC400054835 Solyc04g008700.2.1 10394268
DMC400054834 Solyc08g016620.2.1 10397139
DMC400054833 Solyc08g016620.2.1 10399547
DMC400033104 Solyc08g014380.1.1 10560721.5
DMC400066883 Solyc10g008100.2.1 10604544
DMC400065143 Solyc06g008380.1.1 10716733.5
DMC400033105 Solyc08g016660.1.1 10723983
DMC400021375 Solyc08g016670.2.1 10831429
DMC400021374 Solyc02g070470.1.1 10833964.5
DMC400021376 Solyc00g167300.1.1 10836327
DMC400060291 Solyc09g090530.2.1 10855794
DMC400026516 Solyc08g016720.1.1 11000003.5
DMC400026518 Solyc07g015770.1.1 11047276.5
DMC400064563 Solyc11g072150.1.1 11203969
DMC400059759 Solyc09g017990.1.1 11493991
DMC400013267 Solyc04g019320.1.1 11537028
DMC400013260 Solyc08g016750.2.1 11593875
DMC400013265 Solyc11g020560.1.1 11685700
DMC400058350 Solyc11g072310.1.1 11696345.5
DMC400013262 Solyc08g016770.2.1 11760030.5
DMC400064509 Solyc08g079810.2.1 11844606.5
DMC400068356 Solyc09g074500.1.1 11976678
DMC400015429 Solyc08g036660.2.1 12051772
DMC400015428 Solyc08g036640.2.1 12079395
DMC400046573 Solyc01g008910.2.1 12142731.5
